run_timestamp,supply_hub_index,supply_hub,scenario_id,scenario_label,iteration,strategy,strategy_label,demand_level,pct_moderate_zone_flooded,pct_high_zone_flooded,pct_very_high_zone_flooded,mean_occupancy_target,shelters_activated,total_demand_people,realized_mean_occupancy,total_distance_km,total_time_min,avg_speed_kmh,shelters_served,shelters_unreachable,total_people_served,coverage_rate_pct,time_to_50pct_people_min,shelters_reached_within_60min,priority1_shelters_reached_within_60min,people_reached_within_60min,priority1_people_reached_within_60min
2026-05-21T12:30:01,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),21,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2549,0.272,38.657990284314174,44.92780041791067,51.626818929114094,8,0,2565,100.0,5.212653834561397,8,8,2565,2565
2026-05-21T12:30:01,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),21,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2549,0.272,54.784129206964074,61.951206559938676,53.05865591556443,8,0,2565,100.0,5.212653834561397,7,7,2545,2545
2026-05-21T12:30:04,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),22,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2967,0.329,27.199361553577628,65.21742399577006,25.023400085849836,8,0,2980,100.0,12.433970805840412,7,7,2775,2775
2026-05-21T12:30:05,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),22,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2967,0.329,31.729198914204922,43.539207285438046,43.72500221171956,8,0,2980,100.0,5.212653834561397,8,8,2980,2980
2026-05-21T12:30:05,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),22,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2967,0.329,47.776710169769615,59.99924554380967,47.77731093456948,8,0,2980,100.0,5.212653834561397,8,8,2980,2980
2026-05-21T12:30:07,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),23,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2285,0.244,33.571828023885786,69.90453903395958,28.815148619385027,8,0,2310,100.0,12.433970805840412,7,7,2155,2155
2026-05-21T12:30:08,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),23,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2285,0.244,32.28397588226314,44.710175306941956,43.324333658674625,8,0,2310,100.0,5.212653834561397,8,8,2310,2310
2026-05-21T12:30:08,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),23,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2285,0.244,48.82023452713027,60.57282762097794,48.35854931450077,8,0,2310,100.0,5.470197855926489,7,7,2295,2295
2026-05-21T12:30:09,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),24,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,1980,0.227,33.571828023885786,69.90453903395958,28.815148619385027,8,0,2000,100.0,12.433970805840412,7,7,1920,1920
2026-05-21T12:30:10,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),24,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,1980,0.227,32.28397588226314,44.710175306941956,43.324333658674625,8,0,2000,100.0,5.212653834561397,8,8,2000,2000
2026-05-21T12:30:11,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),24,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,1980,0.227,39.82279337062264,49.40548728390821,48.362393199501874,8,0,2000,100.0,5.212653834561397,8,8,2000,2000
2026-05-21T12:30:13,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),25,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2188,0.242,32.45967960918823,67.01199724206936,29.06316565250237,8,0,2200,100.0,12.433970805840412,7,7,2065,2065
2026-05-21T12:30:13,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),25,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2188,0.242,32.28397588226314,44.710175306941956,43.324333658674625,8,0,2200,100.0,5.212653834561397,8,8,2200,2200
2026-05-21T12:30:14,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),25,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2188,0.242,48.47497199904795,61.81420735835755,47.052262647021315,8,0,2200,100.0,5.212653834561397,7,7,2175,2175
2026-05-21T12:30:16,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),26,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,1647,0.247,41.583923052028126,86.79095006821593,28.747644554652762,8,0,1665,100.0,17.256954617388672,8,8,1665,1600
2026-05-21T12:30:16,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),26,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,1647,0.247,53.56945076160175,62.330762507643335,51.566303962701674,8,0,1665,100.0,9.433411372896227,8,8,1665,1600
2026-05-21T12:30:17,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),26,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,1647,0.247,52.86651730267952,65.23346105184149,48.6252145297023,8,0,1665,100.0,8.367844221347685,8,8,1665,1655
2026-05-21T12:30:18,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),27,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2441,0.222,27.199361553577628,65.21742399577006,25.023400085849836,8,0,2450,100.0,12.433970805840412,7,7,2215,2215
2026-05-21T12:30:18,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),27,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2441,0.222,38.657990284314174,44.92780041791067,51.626818929114094,8,0,2450,100.0,5.212653834561397,8,8,2450,2450
2026-05-21T12:30:19,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),27,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2441,0.222,51.338876443091145,62.712693102198095,49.11816785743335,8,0,2450,100.0,5.212653834561397,7,7,2450,2450
2026-05-21T12:30:20,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),28,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,1736,0.27,41.583923052028126,86.79095006821593,28.747644554652762,8,0,1760,100.0,19.227893898466103,8,8,1760,1600
2026-05-21T12:30:20,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),28,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,1736,0.27,53.56945076160175,62.330762507643335,51.566303962701674,8,0,1760,100.0,9.433411372896227,8,8,1760,1600
